ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2006,13.7,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2007,22.1,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2008,17.9,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2009,22.5,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2010,23.6,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2011,31.2,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2012,36.5,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2013,34.2,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2014,31.8,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2015,34,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2016,33.7,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2017,35.1,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2018,37.3,,,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2019,36.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Uruguay,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Continua de Hogares,2020,39.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2003,37.4,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2004,37.3,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2005,37.6,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2006,36.9,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2007,38,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2008,38,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2009,38.1,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2010,38.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2011,38.6,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2012,39.1,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2013,38.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2014,38.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2015,39.4,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2016,39.7,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2017,40.5,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2018,40.5,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2019,40.8,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2020,42.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
United States,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Current Population Survey,2021,43.2,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Viet Nam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2007,16.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Viet Nam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2021,20.1,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Income and Expenditure Survey,2006,15.6,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Income and Expenditure Survey,2010,20.8,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Household Income and Expenditure Survey,2019,22.6,,,Repository: ILO-STATISTICS - Micro data processing
Vanuatu,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),PC - National Population and Housing Census,2009,28.5,,,Repository: ILO-STATISTICS - Micro data processing
Samoa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,41.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Samoa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,42.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Yemen,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,4.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2000,22.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2001,22.5,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2002,25.6,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2003,27.7,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2004,26.8,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2005,30.5,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2006,31.4,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2007,32,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2008,31.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2009,33.2,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2010,32,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2011,33.7,,,Repository: ILO-STATISTICS - Micro data processing
South Africa,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Quarterly Labour Force Survey,2012,34.8,,,Repository: ILO-STATISTICS - Micro data processing
